Ranking,Nome,Categoria,Lançamento,Pontuação G3D,Pontuação G2D,Preço,Interface,Tdp,Clock GPU (MHz),Clock Memória (MHz),Tamanho Memória
776,Radeon Ryzen 5 Pro 7535U,Unknown,Jan 2024,"2,790",661,NA,NA,NA,NA,NA,NA
777,GeForce GTX 560,Desktop,Aug 2012,"2,780",431,$205.00*,PCIe 2.0 x16,150,810 MHz,810 MHz,1024 MB
778,Radeon R9 M380,Mobile,Oct 2015,"2,759",535,NA,PCIe 3.0 x16,NA,NA, MHz,4096 MB
780,GRID P4-2B4,Desktop,Jul 2025,"2,754",31,NA,NA,NA,NA,NA,NA
779,Quadro M620,"Mobile, Workstation",Jan 2017,"2,754",380,NA,NA,30,977 MHz,977 MHz,2048 MB
781,NVIDIA A10-4Q,Unknown,Mar 2022,"2,752",202,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon Ryzen 9 5980HS,Unknown,Oct 2022,"2,749",751,NA,NA,NA,NA,NA,NA
Insufficient data,RTX Pro 6000 Blackwell DC-12Q,Desktop,Nov 2025,"2,747",102,NA,NA,NA,NA,NA,NA
783,GRID K2,Workstation,Aug 2013,"2,737",319,$99.99,NA,NA,NA,NA,NA
782,Ryzen 7 5800H with Radeon Graphics,Unknown,Feb 2021,"2,737",708,NA,NA,NA,NA,NA,NA
784,Radeon Renoir D1 Ryzen 5 5500U,Desktop,Feb 2026,"2,731",549,NA,NA,NA,NA,NA,NA
785,GRID T4-2B,Unknown,Mar 2022,"2,730",58,NA,NA,NA,NA,NA,NA
786,FirePro V9800,Unknown,Jan 2016,"2,727",655,$474.00*,NA,NA,NA,NA,NA
787,Radeon Pro 450,Unknown,Feb 2017,"2,723",619,NA,NA,NA,NA,NA,NA
788,Ryzen 7 5700G with Radeon Graphics,Unknown,May 2021,"2,722",768,NA,NA,NA,NA,NA,NA
789,FirePro W4300,Workstation,Feb 2016,"2,718",572,$239.99*,PCIe 3.0 x16,50,930 MHz,930 MHz,4096 MB
790,Quadro K4000,Workstation,Nov 2012,"2,717",431,$270.00*,PCIe 2.0 x16,80,810.5 MHz,810.5 MHz,3072 MB
Insufficient data,Ryzen 9 4900H with Radeon Graphics,Unknown,Jul 2020,"2,714",691,NA,NA,NA,NA,NA,NA
791,Barco MXRT 5500,Unknown,Jun 2018,"2,702",510,$299.00*,NA,NA,NA,NA,NA
792,Quadro 6000,Workstation,Oct 2010,"2,696",457,"$4,092.38*",PCIe 2.0 x16,204,574 MHz,574 MHz,6144 MB
793,GRID M10-2Q,Unknown,Apr 2020,"2,692",74,NA,NA,NA,NA,NA,NA
794,Radeon RX 550,Desktop,Jun 2017,"2,691",477,$169.99*,PCIe 3.0 x8,50,1100 MHz,1100 MHz,4096 MB
795,P106-090,Unknown,Jun 2020,"2,684",105,NA,NA,NA,NA,NA,NA
796,Ryzen 7 Pro 4750G with Radeon Graphics,Unknown,Apr 2020,"2,682",703,NA,NA,NA,NA,NA,NA
Insufficient data,DisplayLink USB Device Ryzen 7 Pro 7735U,Desktop,Jul 2025,"2,678",527,NA,NA,NA,NA,NA,NA
797,GeForce GTX 465,Desktop,Aug 2012,"2,656",464,$195.00*,PCIe 2.0 x16,200,607 MHz,607 MHz,1024 MB
798,FirePro R5000,Unknown,Mar 2016,"2,647",625,$109.99*,NA,NA,NA,NA,NA
799,Radeon Eng Sample: 100-000000285-30_Y,Desktop,Aug 2025,"2,640",698,NA,NA,NA,NA,NA,NA
Insufficient data,GRID P6-4A,Unknown,Apr 2022,"2,639",42,NA,NA,NA,NA,NA,NA
800,MONSTER GeForce GTX 675M,Mobile,Apr 2013,"2,637",686,NA,NA,NA,NA,NA,NA
801,Intel Iris Xe,Unknown,Sep 2020,"2,609",391,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon HD 8770,Unknown,Aug 2016,"2,607",925,NA,NA,NA,NA,NA,NA
802,Ryzen 7 5700GE with Radeon Graphics,Unknown,Jun 2021,"2,607",802,NA,NA,NA,NA,NA,NA
803,Snapdragon X Plus - X1P64100 - Qualcomm Adreno GPU,Desktop,May 2024,"2,607",338,NA,NA,NA,NA,NA,NA
804,Radeon Pro WX 3100,Workstation,Jul 2017,"2,603",414,NA,PCIe 3.0 x16,50,1219 MHz,1219 MHz,4096 MB
805,Snapdragon X Elite - X1E80100 - Qualcomm Adreno GP,Desktop,Jun 2024,"2,603",501,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon RX Vega 11 Ryzen 7 3700U,Unknown,Oct 2023,"2,602",528,NA,NA,NA,NA,NA,NA
806,GeForce GTX 950A,Unknown,Oct 2015,"2,599",270,NA,NA,NA,NA,NA,NA
807,GRID M10-8Q,Unknown,May 2018,"2,595",140,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon Ryzen 5 150,Desktop,Oct 2025,"2,595",750,NA,NA,NA,NA,NA,NA
809,Radeon HD 6950,Desktop,Aug 2012,"2,594",449,$139.99*,PCIe 2.1 x16,200,800 MHz,800 MHz,1024 MB
808,Radeon Ryzen 9 4950U Mobile,Mobile,May 2025,"2,594",575,NA,NA,NA,NA,NA,NA
810,Radeon Ryzen 7 4700GE,Unknown,Apr 2021,"2,586",635,NA,NA,NA,NA,NA,NA
811,GeForce GTX 950M,Mobile,Mar 2015,"2,575",216,$567.00*,PCIe 3.0 x16,75,914 MHz,914 MHz,2048 MB
812,Snapdragon X Elite - X1E78100 - Qualcomm Adreno GP,Desktop,Jun 2024,"2,575",463,NA,NA,NA,NA,NA,NA
813,Ryzen 7 PRO 7730U with Radeon Graphics,Unknown,Nov 2022,"2,567",635,NA,NA,NA,NA,NA,NA
814,Radeon Pro,Unknown,Jul 2021,"2,560",603,$454.99,NA,NA,NA,NA,NA
815,Radeon Ryzen 9 4900H,Unknown,Jun 2021,"2,555",634,NA,NA,NA,NA,NA,NA
817,Radeon Pro WX 4150,Mobile,Jul 2017,"2,551",364,$610.04*,PCIe 3.0 x8,50,1002 MHz,1002 MHz,4096 MB
816,Radeon Ryzen 7 5800HS,Unknown,Oct 2022,"2,551",635,NA,NA,NA,NA,NA,NA
818,Ryzen 7 PRO 4750GE with Radeon Graphics,Unknown,Sep 2020,"2,550",683,NA,NA,NA,NA,NA,NA
819,Ryzen 5 5600GE with Radeon Graphics,Unknown,Jun 2021,"2,547",867,NA,NA,NA,NA,NA,NA
820,Ryzen 5 5600G with Radeon Graphics,Unknown,May 2021,"2,545",748,NA,NA,NA,NA,NA,NA
821,Radeon Ryzen 3 PRO 5355G,Desktop,Nov 2025,"2,544",765,NA,NA,NA,NA,NA,NA
822,GRID K240Q,Workstation,Sep 2014,"2,541",212,NA,NA,NA,NA,NA,NA
823,GeForce GTX 850M,Mobile,May 2014,"2,540",227,NA,PCIe 3.0 x16,40,876 MHz,876 MHz,2048 MB
824,FirePro M6100,Workstation,Sep 2013,"2,535",289,NA,PCIe 3.0 x16,NA,1075 MHz,1075 MHz,2048 MB
825,GeForce GTX 650 Ti,Desktop,Oct 2012,"2,535",420,$93.05*,PCIe 3.0 x16,110,928 MHz,928 MHz,2048 MB
826,Radeon HD 6850 X2,Unknown,Feb 2017,"2,534",373,NA,NA,NA,NA,NA,NA
Insufficient data,Ryzen 9 5980HS with Radeon Graphics,Unknown,Mar 2021,"2,534",830,NA,NA,NA,NA,NA,NA
827,Radeon Ryzen 7 PRO 4750G,Unknown,Mar 2021,"2,530",664,NA,NA,NA,NA,NA,NA
828,FireStream 9370,Workstation,Feb 2012,"2,528",763,NA,PCIe 2.1 x16,225,825 MHz,825 MHz,4096 MB
829,N18E-Q1,Unknown,Apr 2018,"2,525",547,NA,NA,NA,NA,NA,NA
830,Radeon Ryzen 7 4700G,Unknown,Mar 2021,"2,519",656,NA,NA,NA,NA,NA,NA
831,Ryzen 7 4700GE with Radeon Graphics,Unknown,Sep 2020,"2,496",761,NA,NA,NA,NA,NA,NA
Insufficient data,DisplayLink USB Device Ryzen 5 Pro 7535U,Desktop,Jan 2026,"2,493",577,NA,NA,NA,NA,NA,NA
832,A40-6Q,Unknown,May 2023,"2,489",43,NA,NA,NA,NA,NA,NA
833,Ryzen 5 PRO 5650G with Radeon Graphics,Unknown,Jun 2021,"2,481",846,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon RX Vega 11 Ryzen 5 3350GE,Desktop,Apr 2025,"2,480",499,NA,NA,NA,NA,NA,NA
834,Barco MXRT 5600,Unknown,Nov 2019,"2,466",644,$704.00*,NA,NA,NA,NA,NA
835,Ryzen 5 PRO 5650GE with Radeon Graphics,Unknown,Jun 2021,"2,455",820,NA,NA,NA,NA,NA,NA
836,GRID M60-4A,Desktop,Dec 2025,"2,450",70,NA,NA,NA,NA,NA,NA
837,FirePro 3D V8800,Workstation,Aug 2010,"2,438",632,$424.99*,PCIe 2.1 x16,208,825 MHz,825 MHz,2048 MB
838,Ryzen 7 7730U with Radeon Graphics,Unknown,Feb 2023,"2,433",573,NA,NA,NA,NA,NA,NA
839,Radeon Ryzen 7 5825U,Unknown,Dec 2022,"2,418",610,NA,NA,NA,NA,NA,NA
840,Radeon Ryzen 5 5500GT,Unknown,Feb 2024,"2,412",699,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon Eng Sample: 100-000000252-50_Y,Desktop,Jun 2025,"2,411",478,NA,NA,NA,NA,NA,NA
841,GeForce GT 1030,Desktop,May 2017,"2,402",445,$103.90,PCIe 3.0 x4 ,30,1227 MHz,1227 MHz,2048 MB
842,Radeon RX Vega 11 PRD,Unknown,Aug 2019,"2,402",601,NA,NA,NA,NA,NA,NA
Insufficient data,DameWare Development Mirror Driver 64-bit Ryzen 3 ,Desktop,Oct 2025,"2,401",614,NA,NA,NA,NA,NA,NA
843,Radeon Ryzen 5 5600GT,Unknown,Feb 2024,"2,395",731,NA,NA,NA,NA,NA,NA
844,Radeon Ryzen 7 5800U,Unknown,Oct 2021,"2,386",627,NA,NA,NA,NA,NA,NA
845,GRID M10-1Q,Unknown,Aug 2017,"2,385",315,NA,NA,NA,NA,NA,NA
846,RadeonT 680M Ryzen 7 6800H,Mobile,Dec 2024,"2,381",521,NA,NA,NA,NA,NA,NA
847,Radeon RX 550X,Desktop,Apr 2019,"2,380",415,NA,PCIe 3.0 x8,50,1100 MHz,1100 MHz,4096 MB
848,Ryzen 7 PRO 5750GE with Radeon Graphics,Unknown,Jun 2021,"2,377",750,NA,NA,NA,NA,NA,NA
849,GeForce MX250,Mobile,Apr 2019,"2,375",238,NA,PCIe 3.0 x4,25,1519 MHz,1519 MHz,2048 MB
850,Ryzen 5 Pro 4650G with Radeon Graphics,Unknown,Jul 2020,"2,375",646,NA,NA,NA,NA,NA,NA
Insufficient data,Eng Sample: 100-000000562-40_Y,Unknown,Feb 2025,"2,370",768,NA,NA,NA,NA,NA,NA
851,Radeon Ryzen 5 5600H,Unknown,Oct 2021,"2,363",619,NA,NA,NA,NA,NA,NA
852,Moore Threads MTT S80,Desktop,Mar 2025,"2,362",634,NA,NA,NA,NA,NA,NA
853,GeForce GTX 485M,Mobile,Jan 2011,"2,360",479,NA,PCIe 2.0 x16,100,575 MHz,575 MHz,2048 MB
854,FirePro W6150M,Unknown,Feb 2021,"2,358",286,NA,NA,NA,NA,NA,NA
855,Radeon Ryzen 5 4600GE with Radeon Graphics,Unknown,Jan 2022,"2,357",631,NA,NA,NA,NA,NA,NA
856,Radeon RX Vega Ryzen 5 5500U,Unknown,Aug 2023,"2,356",369,NA,NA,NA,NA,NA,NA
857,Ryzen 7 5825U with Radeon Graphics,Unknown,Mar 2022,"2,351",634,NA,NA,NA,NA,NA,NA
858,Radeon Ryzen 7 PRO 4750GE,Unknown,Mar 2021,"2,348",621,NA,NA,NA,NA,NA,NA
859,Ryzen 7 4800U with Radeon Graphics,Unknown,May 2020,"2,344",570,NA,NA,NA,NA,NA,NA
860,GeForce MX330,Unknown,Apr 2020,"2,343",225,NA,NA,NA,NA,NA,NA
861,Radeon R9 M470,Mobile,Nov 2016,"2,331",307,NA,PCIe 3.0 Ã—16,75,NA, MHz,4096 MB
862,Ryzen 5 4600G with Radeon Graphics,Unknown,Jul 2020,"2,331",605,NA,NA,NA,NA,NA,NA
864,Radeon RX Vega Ryzen 3 5300U,Unknown,Jan 2024,"2,330",582,NA,NA,NA,NA,NA,NA
863,Ryzen 7 PRO 5750G with Radeon Graphics,Unknown,Jun 2021,"2,330",778,NA,NA,NA,NA,NA,NA
865,Radeon Ryzen 7 7730U,Unknown,Mar 2023,"2,320",590,NA,NA,NA,NA,NA,NA
866,Red Hat VirtIO GPU DOD controller,Unknown,Feb 2022,"2,320",94,NA,NA,NA,NA,NA,NA
Insufficient data,mv video hook driver2,Unknown,Jul 2025,"2,312",404,NA,NA,NA,NA,NA,NA
867,Radeon RX Vega - Renoir Ryzen 3 5300U,Unknown,Nov 2023,"2,312",571,NA,NA,NA,NA,NA,NA
869,Radeon Ryzen 5 5600GE,Unknown,Feb 2023,"2,310",704,NA,NA,NA,NA,NA,NA
868,Ryzen 7 5800U with Radeon Graphics,Unknown,Feb 2021,"2,310",633,NA,NA,NA,NA,NA,NA
870,Ryzen 5 PRO 4400G with Radeon Graphics,Unknown,Aug 2020,"2,306",599,NA,NA,NA,NA,NA,NA
871,Ryzen 3 PRO 5350G with Radeon Graphics,Unknown,Jun 2021,"2,305",766,NA,NA,NA,NA,NA,NA
872,Radeon Ryzen 5 PRO 5650G,Unknown,Dec 2021,"2,302",731,NA,NA,NA,NA,NA,NA
873,Radeon Ryzen 7 4800U,Unknown,Mar 2021,"2,299",546,NA,NA,NA,NA,NA,NA
874,Ryzen 5 5600H with Radeon Graphics,Unknown,Jun 2021,"2,297",574,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon Ryzen 5 4400G,Unknown,May 2023,"2,296",692,NA,NA,NA,NA,NA,NA
875,Quadro K3100M,Workstation,Nov 2013,"2,295",322,$399.95*,PCIe 3.0 x16,75,680 MHz,680 MHz,4096 MB
876,Radeon HD 5970,Desktop,Aug 2012,"2,290",417,$721.20*,PCIe 2.1 x16,294,"725,725 MHz","725,725 MHz",2048 MB
877,FirePro V8800,Unknown,May 2020,"2,281",445,$198.00*,NA,NA,NA,NA,NA
878,GeForce GTX 460,Desktop,Aug 2012,"2,273",397,$89.99*,PCIe 2.0 x16,150,675 MHz,675 MHz,768 MB
879,Radeon Ryzen 5 PRO 4400G,Desktop,Jan 2025,"2,273",615,NA,NA,NA,NA,NA,NA
880,Ryzen 3 4300GE with Radeon Graphics,Unknown,Oct 2020,"2,272",651,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon Ryzen 7 5800HS Creator Edition,Unknown,Dec 2022,"2,271",576,NA,NA,NA,NA,NA,NA
881,Radeon HD 6970M,Mobile,Mar 2011,"2,270",656,$215.99*,PCIe 2.1 x16,75,680 MHz,680 MHz,2048 MB
882,Ryzen 5 7430U with Radeon Graphics,Unknown,Jul 2024,"2,270",586,NA,NA,NA,NA,NA,NA
883,Radeon R7 250X,Desktop,Aug 2015,"2,269",637,$194.00*,PCIe 3.0 x16,95,1000 MHz,1000 MHz,2048 MB
884,Radeon Ryzen 5 PRO 4655G,Unknown,May 2023,"2,267",645,NA,NA,NA,NA,NA,NA
885,Ryzen 7 PRO 5850U with Radeon Graphics,Unknown,Mar 2021,"2,262",605,NA,NA,NA,NA,NA,NA
887,FirePro V7900,Workstation,Sep 2011,"2,261",352,$190.00*,PCIe 2.1 x16,150,725 MHz,725 MHz,2048 MB
886,Radeon Ryzen 7 PRO 7730U,Unknown,Mar 2023,"2,261",589,NA,NA,NA,NA,NA,NA
888,GRID M60-1B,Workstation,May 2016,"2,256",201,NA,NA,NA,NA,NA,NA
889,GeForce MX150,Mobile,Jul 2017,"2,254",211,$59.29*,PCIe 3.0 x16,25,1468 MHz,1468 MHz,2048 MB
890,Ryzen 7 9700X 8-Core Processor,Unknown,Sep 2024,"2,251",647,NA,NA,NA,NA,NA,NA
891,Ryzen 5 7530U with Radeon Graphics,Unknown,Dec 2022,"2,250",568,NA,NA,NA,NA,NA,NA
892,Quadro M600M,"Mobile, Workstation",Dec 2015,"2,246",283,$251.99*,PCIe 3.0 x16,30,NA, MHz,2048 MB
893,Radeon Ryzen 5 7430U,Desktop,Apr 2024,"2,245",585,NA,NA,NA,NA,NA,NA
894,Radeon Ryzen Embedded V2748,Unknown,May 2021,"2,241",602,NA,NA,NA,NA,NA,NA
895,Ryzen 7 5700U with Radeon Graphics,Unknown,Feb 2021,"2,241",553,NA,NA,NA,NA,NA,NA
896,Radeon Ryzen 5 PRO 5655G,Desktop,Nov 2024,"2,236",741,NA,NA,NA,NA,NA,NA
897,Radeon Ryzen 5 PRO 5650GE,Unknown,Oct 2021,"2,233",715,NA,NA,NA,NA,NA,NA
898,Radeon Ryzen 7 Microsoft Surface Edition,Unknown,Apr 2021,"2,231",499,NA,NA,NA,NA,NA,NA
899,Radeon RX 640,"Desktop, Mobile",Feb 2020,"2,227",342,NA,PCIe 3.0 x8,50,1082 MHz,1082 MHz,4096 MB
900,Ryzen 5 5500GT with Radeon Graphics,Unknown,Jul 2023,"2,224",680,NA,NA,NA,NA,NA,NA
901,GRID P100-1B,Unknown,Aug 2018,"2,223",544,NA,NA,NA,NA,NA,NA
902,Radeon Pro WX 3200,Mobile,Nov 2019,"2,222",379,$190.37*,PCIe 3.0 x8,65,1295 MHz,1295 MHz,4096 MB
903,RadeonT 660M,Mobile,May 2024,"2,221",755,NA,NA,NA,NA,NA,NA
Insufficient data,A16-1B,Desktop,Feb 2025,"2,220",72,NA,NA,NA,NA,NA,NA
904,Radeon Ryzen 5 PRO 4655GE,Unknown,Aug 2023,"2,217",614,NA,NA,NA,NA,NA,NA
905,Quadro K620,Workstation,Sep 2014,"2,208",484,"$2,029.99*",PCIe 2.0 x16,45,1000 MHz,1000 MHz,2048 MB
906,Radeon Ryzen 7 5700U,Unknown,Dec 2022,"2,204",488,NA,NA,NA,NA,NA,NA
907,Radeon HD 6870,Desktop,Aug 2012,"2,202",425,$272.06*,PCIe 2.1 x16,151,900 MHz,900 MHz,2048 MB
908,Ryzen 5 5600GT with Radeon Graphics,Unknown,Jul 2023,"2,201",669,NA,NA,NA,NA,NA,NA
909,Radeon 820M,Mobile,Sep 2025,"2,195",737,NA,NA,NA,NA,NA,NA
910,Radeon Vega 11 Ryzen 5 PRO 3350G,Unknown,Mar 2023,"2,194",479,NA,NA,NA,NA,NA,NA
911,Ryzen 7 4700G with Radeon Graphics,Unknown,Nov 2020,"2,187",671,NA,NA,NA,NA,NA,NA
912,Radeon HD 5870,Desktop,Aug 2012,"2,181",424,$424.70*,PCIe 2.1 x16,228,"850,850 MHz","850,850 MHz",2048 MB
914,Radeon RX 540,Desktop,Dec 2017,"2,175",328,NA,PCIe 3.0 x8,NA,1219 MHz,1219 MHz,4096 MB
913,Radeon Ryzen 5 7530U,Unknown,Jan 2023,"2,175",600,NA,NA,NA,NA,NA,NA
915,Radeon Ryzen 7 PRO 5875U,Unknown,Jan 2023,"2,174",563,NA,NA,NA,NA,NA,NA
917,Radeon HD 7770,Desktop,Jun 2012,"2,172",473,$300.00*,PCI Express 3.0 x16,80,1020 MHz,1020 MHz,2048 MB
916,Ryzen 5 PRO 4650GE with Radeon Graphics,Unknown,Sep 2020,"2,172",589,NA,NA,NA,NA,NA,NA
918,Radeon Ryzen 3 7335U,Desktop,May 2024,"2,169",684,NA,NA,NA,NA,NA,NA
920,A16-2B,Desktop,May 2024,"2,151",62,NA,NA,NA,NA,NA,NA
919,GRID P4-1B,Unknown,Feb 2024,"2,151",56,NA,NA,NA,NA,NA,NA
921,Ryzen 5 5600U with Radeon Graphics,Unknown,Apr 2021,"2,151",617,NA,NA,NA,NA,NA,NA
922,Radeon 660M Ryzen 3 7335U,Mobile,Mar 2025,"2,148",695,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon Ryzen 7 PRO 4700G,Desktop,Jun 2025,"2,148",711,NA,NA,NA,NA,NA,NA
923,Ryzen 3 PRO 7330U with Radeon Graphics,Unknown,Mar 2023,"2,144",678,NA,NA,NA,NA,NA,NA
924,GeForce 945M,Mobile,Dec 2015,"2,138",237,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon Ryzen 7 4850U Mobile,Unknown,Mar 2022,"2,138",519,NA,NA,NA,NA,NA,NA
925,Radeon Ryzen 9 7900X 12-Core,Unknown,Dec 2022,"2,126",566,NA,NA,NA,NA,NA,NA
926,Radeon 550,Unknown,Mar 2022,"2,123",476,$72.00,NA,NA,NA,NA,NA
927,GeForce GTX 745,Desktop,Mar 2014,"2,121",480,$284.95*,PCIe 3.0 x16,55,1033 MHz,1033 MHz,4096 MB
928,Radeon RX Vega 11 Ryzen 5 3400G,Unknown,Dec 2022,"2,120",481,NA,NA,NA,NA,NA,NA
929,Radeon Ryzen 7 PRO 5755GE,Desktop,Feb 2025,"2,120",669,NA,NA,NA,NA,NA,NA
930,Ryzen 7 Extreme Edition,Unknown,Jul 2020,"2,115",494,NA,NA,NA,NA,NA,NA
932,Ryzen 5 4600H with Radeon Graphics,Unknown,Aug 2020,"2,113",539,NA,NA,NA,NA,NA,NA
931,Ryzen 7 4800H with Radeon Graphics,Unknown,Apr 2020,"2,113",585,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon Eng Sample: 100-000000288-40_Y,Desktop,Jan 2026,"2,103",692,NA,NA,NA,NA,NA,NA
933,Ryzen 5 5560U with Radeon Graphics,Unknown,Mar 2022,"2,098",592,NA,NA,NA,NA,NA,NA
934,Radeon RX Vega 11,Desktop,Feb 2018,"2,092",507,"$1,002.00*",Integrated,NA,1250 MHz,NA,0 MB
935,Radeon Ryzen 5 5600U,Unknown,Sep 2021,"2,088",589,NA,NA,NA,NA,NA,NA
Insufficient data,Radeon Ryzen 5 PRO 4500U,Unknown,Feb 2022,"2,078",557,NA,NA,NA,NA,NA,NA
936,GeForce GTX 460 v2,Desktop,Oct 2011,"2,074",408,$199.99*,PCIe 2.0 x16,160,778 MHz,778 MHz,1024 MB
937,GRID M6-1Q,Unknown,Apr 2019,"2,069",423,NA,NA,NA,NA,NA,NA
938,Ryzen 7 PRO 5875U with Radeon Graphics,Unknown,Mar 2022,"2,067",650,NA,NA,NA,NA,NA,NA
939,Radeon R9 M385,Mobile,Jul 2020,"2,061",244,NA,PCIe 3.0 x16,70,900 MHz,900 MHz,4096 MB
941,Quadro 5000M,Workstation,Dec 2010,"2,060",426,NA,PCIe 2.0 x16,100,405 MHz,405 MHz,2048 MB
940,Radeon TM R9 A360,Unknown,Apr 2016,"2,060",646,NA,NA,NA,NA,NA,NA
942,Ryzen 3 Pro 4350G with Radeon Graphics,Unknown,Apr 2020,"2,059",594,NA,NA,NA,NA,NA,NA
943,Quadro K4000M,Workstation,Oct 2012,"2,052",303,$254.00*,PCIe 3.0 x16,100,600 MHz,600 MHz,4096 MB
944,Radeon Ryzen 5 5500H,Unknown,May 2024,"2,049",561,NA,NA,NA,NA,NA,NA
945,Radeon Ryzen 5 5625U,Unknown,Dec 2022,"2,048",538,NA,NA,NA,NA,NA,NA
946,L40S-1Q,Desktop,Jul 2025,"2,046",64,NA,NA,NA,NA,NA,NA
947,Radeon Ryzen 7 4700U,Unknown,Mar 2021,"2,040",515,NA,NA,NA,NA,NA,NA
948,Ryzen 7 4700U with Radeon Graphics,Unknown,Apr 2020,"2,034",553,NA,NA,NA,NA,NA,NA
949,Radeon Ryzen 5 Microsoft Surface Edition,Unknown,Apr 2021,"2,033",505,NA,NA,NA,NA,NA,NA
950,Radeon Ryzen 5 5560U,Unknown,Jun 2022,"2,031",595,NA,NA,NA,NA,NA,NA
951,Ryzen 7 PRO 4750U with Radeon Graphics,Unknown,May 2020,"2,030",548,NA,NA,NA,NA,NA,NA
952,FirePro V7800,Unknown,Mar 2018,"2,028",307,$190.00*,NA,NA,NA,NA,NA
953,Intel Iris Pro P580,Unknown,Sep 2016,"2,026",438,NA,NA,NA,NA,NA,NA
954,Quadro P520,Unknown,Aug 2019,"2,020",227,"$1,499.00*",NA,NA,NA,NA,NA
955,Radeon Ryzen 5 5500U,Unknown,Dec 2022,"2,018",475,NA,NA,NA,NA,NA,NA
956,Radeon R9 350,Desktop,Oct 2016,"2,016",464,$68.50,PCIe 3.0 x16,60,925 MHz,925 MHz,2048 MB
957,Ryzen 5 PRO 4500U with Radeon Graphics,Unknown,May 2020,"2,008",564,NA,NA,NA,NA,NA,NA
958,GeForce GT 645,Unknown,Nov 2012,"2,006",443,NA,NA,NA,NA,NA,NA
959,GeForce GTX 765M,Mobile,Jun 2013,"2,006",284,$186.30*,PCIe 3.0 x16,65,863 MHz,NA,2048 MB
Insufficient data,Radeon Vega 8 Mobile Ryzen 5 3500U,Mobile,Jul 2025,"2,006",406,NA,NA,NA,NA,NA,NA
960,Radeon Ryzen Embedded V2718,Unknown,Mar 2021,"1,999",554,NA,NA,NA,NA,NA,NA
961,Moore Threads S3000 MTvGPU-1132,Desktop,Jan 2025,"1,997",315,NA,NA,NA,NA,NA,NA
962,Ryzen 5 5625U with Radeon Graphics,Unknown,Mar 2022,"1,997",577,NA,NA,NA,NA,NA,NA
963,Radeon R9 M385X,Mobile,Apr 2019,"1,994",267,NA,PCIe 3.0 x16,75,NA, MHz,NA
964,GeForce GTX 460 SE,Desktop,Aug 2012,"1,992",377,$159.99*,PCIe 2.0 x16,150,650 MHz,650 MHz,1024 MB
965,Ryzen 3 5300G with Radeon Graphics,Unknown,Jun 2021,"1,986",663,NA,NA,NA,NA,NA,NA
966,Ryzen 5 PRO 5650U with Radeon Graphics,Unknown,May 2021,"1,986",557,NA,NA,NA,NA,NA,NA
967,Radeon Vega 11 Ryzen 5 PRO 3400G,Unknown,Jan 2023,"1,985",461,NA,NA,NA,NA,NA,NA
968,Radeon Ryzen 3 PRO 7335U,Unknown,Mar 2024,"1,983",665,NA,NA,NA,NA,NA,NA
969,Radeon R7 + R7 350 Dual,Unknown,Dec 2016,"1,982",552,NA,NA,NA,NA,NA,NA
970,Ryzen 3 7335U with Radeon Graphics,Unknown,May 2024,"1,980",709,NA,NA,NA,NA,NA,NA
971,GeForce GTX 670MX,Mobile,Dec 2012,"1,978",333,NA,PCIe 3.0 x16,75,615 MHz,NA,3072 MB
972,Intel Iris Pro 580,Unknown,Apr 2016,"1,972",360,NA,NA,NA,NA,NA,NA
973,Radeon RX Vega 11 Ryzen 5 3400GE,Unknown,Feb 2023,"1,971",461,NA,NA,NA,NA,NA,NA
974,Ryzen 5 5500U with Radeon Graphics,Unknown,Feb 2021,"1,971",527,NA,NA,NA,NA,NA,NA
975,Radeon Ryzen 7 PRO 4750U,Unknown,Mar 2021,"1,968",489,NA,NA,NA,NA,NA,NA
976,Ryzen 3 5300GE with Radeon Graphics,Unknown,Jun 2021,"1,968",706,NA,NA,NA,NA,NA,NA
977,Intel Iris Xe MAX 100,Unknown,Feb 2023,"1,965",431,NA,NA,NA,NA,NA,NA
978,Quadro 5000,Workstation,Sep 2010,"1,964",399,"$2,169.72*",PCIe 2.0 x16,152,513 MHz,513 MHz,2560 MB
979,Radeon R7 + HD 7700 Dual,Unknown,Dec 2014,"1,962",498,NA,NA,NA,NA,NA,NA
980,Radeon HD 7660D + HD 7700 Dual,Unknown,Oct 2015,"1,958",495,NA,NA,NA,NA,NA,NA
981,GeForce GTX 470M,Mobile,Dec 2010,"1,953",413,NA,PCIe 2.0 x16,50,550 MHz,550 MHz,1536 MB
982,Radeon Ryzen 3 PRO 5355GE,Desktop,Feb 2025,"1,952",700,NA,NA,NA,NA,NA,NA
983,Qualcomm Adreno 8cx Gen 3,Unknown,Mar 2022,"1,949",222,NA,NA,NA,NA,NA,NA
